GreyhoundName,,GreyhoundName,Earmark,Reg Date,Active,Colour,Sex,Whelp Date,Retirement Type,Status Meaning,NoticeSentBy
CONFIDENT HONORA,697236,CONFIDENT HONORA,XYHBQ,,False,wbe,B,13/03/2021,RET,Still at premises,2022-09-11 07:34:00
CONFIDENT JET,104057,CONFIDENT JET,TYIKV,,False,bk,D,02/12/2018,EUT,Died/Put To Sleep,2022-09-16 07:33:00
CONFIDENT MIKEY,335017,CONFIDENT MIKEY,TPAVE,,False,bk,D,06/10/2018,RET,Still at premises,2022-02-28 06:30:00
CONFIDENT PANDA,420470,CONFIDENT PANDA,VYJLA,,False,wbk,D,01/08/2020,EUT,Died/Put To Sleep,2022-04-22 06:07:00
CONFIDENT RAVEN,813211,CONFIDENT RAVEN,XYJRN,,False,bk,D,01/08/2021,DIE,Died/Put To Sleep,2022-09-14 07:33:00
CONFIDENT TRISHA,76702,CONFIDENT TRISHA,TYSQN,,False,bkw,B,16/06/2018,RET,Still at premises,2022-02-28 06:30:00
CONFIDENT ULMER,521835,CONFIDENT ULMER,TYUIN,,False,wbk,B,08/09/2018,DIE,Died/Put To Sleep,2022-09-03 07:34:00
CONFIDENT ULRIC,103995,CONFIDENT ULRIC,TYPYD,,True,be,B,02/12/2018,RET,Still at premises,2022-09-03 07:34:00
CONFIDENT VANCE,521884,CONFIDENT VANCE,TYEZZ,,False,bk,D,08/09/2018,RET,Still at premises,2022-09-16 07:33:00
CONFIDENT VIRGIL,93725,CONFIDENT VIRGIL,TYBXV,,False,bk,D,08/09/2018,EUT,Died/Put To Sleep,2022-09-16 07:33:00
CONFIRMATION DAY,162528,CONFIRMATION DAY,ULRUS,,False,bk,B,23/05/2019,DIE,Died/Put To Sleep,2022-01-25 10:08:00
CONFUSED HASSETT,109391,CONFUSED HASSETT,UHMNR,,False,bk,D,01/02/2019,DIE,Died/Put To Sleep,2022-07-20 07:32:00
CONFUSED KEGGY,60357,CONFUSED KEGGY,SHTTQ,,False,wbe,D,24/10/2017,DIE,Died/Put To Sleep,2022-04-22 06:07:00
CONGO BLUE,94102,CONGO BLUE,TBQZB,,False,be,D,09/09/2018,RET,Still at premises,2022-04-27 06:19:00
CONGRESS BOBO,861378,CONGRESS BOBO,XBNHM,,False,bd,D,13/09/2021,DIE,Died/Put To Sleep,2022-08-02 07:32:00
CONGRESS DICK,861342,CONGRESS DICK,XBIMJ,,False,bebd,D,13/09/2021,DIE,Died/Put To Sleep,2022-08-02 07:32:00
CONNA KINGSROAD,497990,CONNA KINGSROAD,TLSYL,,False,bk,B,11/02/2018,DIE,Died/Put To Sleep,2022-02-28 06:30:00
CONNA MERC,68764,CONNA MERC,TLKDZ,,False,bk,B,11/02/2018,DIE,Died/Put To Sleep,2022-09-16 07:33:00
CONNA POSTOFFICE,68746,CONNA POSTOFFICE,TLLTD,,False,bk,B,11/02/2018,DIE,Died/Put To Sleep,2022-09-16 07:33:00
CONNA TRUMP,9631,CONNA TRUMP,TPSQT,22/02/2019,False,bk,D,22/11/2018,DIE,Died/Put To Sleep,2021-10-08 06:01:00
CONNORS SYDNEY,687572,CONNORS SYDNEY,VDXQD,,False,bk,D,21/03/2020,DIE,Died/Put To Sleep,2022-08-29 07:33:00
CONS RANGER,742755,CONS RANGER,UTXBY,,False,wbk,D,12/07/2019,EUT,Died/Put To Sleep,2022-08-07 07:32:00
CONSIDER THIS,9936,CONSIDER THIS,TLLYS,06/03/2019,False,bew,B,12/10/2018,EUT,Died/Put To Sleep,2021-12-12 06:02:00
CONTROL,476898,CONTROL,UPTBJ,,False,bk,D,11/11/2019,DIE,Died/Put To Sleep,2022-07-11 07:32:00
CONVICT,474836,CONVICT,VPTZA,,False,bk,B,01/08/2020,DIE,Died/Put To Sleep,2022-07-11 07:32:00
COOL CASHEL,380507,COOL CASHEL,XPEVB,,False,bk,D,17/05/2021,DIE,Died/Put To Sleep,2022-08-25 07:34:00
COOL DAISY,380535,COOL DAISY,XPMIK,,False,bk,B,17/05/2021,DIE,Died/Put To Sleep,2022-08-25 07:34:00
COOLADERRY CRUZ,455518,COOLADERRY CRUZ,XXNTB,,False,bk,B,01/09/2021,DIE,Died/Put To Sleep,2022-09-16 07:33:00
COOLADERRY MILES,474494,COOLADERRY MILES,XPUKK,,False,wbk,B,12/11/2021,DIE,Died/Put To Sleep,2022-09-16 07:33:00
COOLADERRY NORTH,22120,COOLADERRY NORTH,UNHQQ,01/10/2019,True,bk,B,01/10/2019,RET,Still at premises,2022-08-05 07:33:00
COOLADERRY SPICE,18259,COOLADERRY SPICE,UNJUX,10/10/2019,True,bk,B,26/06/2019,RET,Transfer is complete,2022-08-07 07:32:00
COOLANGA KODY,222621,COOLANGA KODY,UXYDZ,,False,bk,D,10/06/2019,DIE,Died/Put To Sleep,2022-07-27 07:34:00
COOLANGA LADY,126236,COOLANGA LADY,UXAHE,,False,wbk,B,10/06/2019,RET,,2022-08-17 07:36:00
COOLANORANS BEST,596729,COOLANORANS BEST,VHEEP,,False,bk,D,01/09/2020,EUT,Died/Put To Sleep,2022-08-09 07:33:00
COOLAVANNY ABBA,18309,COOLAVANNY ABBA,UYVYV,17/10/2019,False,f,B,24/05/2019,RET,Licence Unsuspended,2022-02-28 06:30:00
COOLAVANNY BONDI,23198,COOLAVANNY BONDI,UBVDR,14/01/2020,False,bd,B,07/09/2019,RET,Transfer is complete,2022-09-08 07:33:00
COOLAVANNY CALVN,578724,COOLAVANNY CALVN,UBIPI,,True,bk,D,07/09/2019,RET,Still at premises,2022-09-16 07:33:00
COOLAVANNY DUDE,921272,COOLAVANNY DUDE,YBSMP,,False,bk,D,08/12/2021,DIE,Died/Put To Sleep,2022-08-26 07:33:00
COOLAVANNY GINO,415185,COOLAVANNY GINO,XBXUD,,False,wbk,D,22/04/2021,DIE,Died/Put To Sleep,2022-08-05 07:33:00
COOLAVANNY LACY,697410,COOLAVANNY LACY,XYBNN,,False,bd,D,13/03/2021,EUT,Died/Put To Sleep,2022-09-10 07:34:00
COOLAVANNY MOON,24435,COOLAVANNY MOON,VYNPM,24/01/2020,False,bk,B,17/10/2019,RET,Transfer is complete,2022-09-08 07:33:00
COOLAVANNY PENNY,483025,COOLAVANNY PENNY,YYKZH,,False,bk,D,14/07/2021,DIE,Died/Put To Sleep,2022-09-16 07:33:00
COOLAVANNY RAZOR,719684,COOLAVANNY RAZOR,XLSLJ,,False,bk,D,14/04/2021,EUT,Died/Put To Sleep,2022-08-05 07:33:00
COOLAVANNY RHENA,909400,COOLAVANNY RHENA,XBQKP,,False,bk,B,04/11/2021,DIE,Died/Put To Sleep,2022-08-05 07:33:00
COOLAVANNY SAUCY,6672,COOLAVANNY SAUCY,TPEKJ,30/09/2019,False,bk,B,06/10/2018,RET,Licence Unsuspended,2021-10-20 06:02:00
COOLAVANNY SPORT,58121,COOLAVANNY SPORT,SYENL,,True,bk,B,09/09/2017,RET,Still at premises,2022-03-18 06:03:00
COOLAVANNY TAMMY,116879,COOLAVANNY TAMMY,UBHKL,,True,bk,B,02/04/2019,RET,Transfer is complete,2022-01-14 06:03:00
COOLAVANNY TANDY,949947,COOLAVANNY TANDY,YBBLT,04/02/2022,False,bk,D,04/02/2022,DIE,Died/Put To Sleep,2022-08-26 07:33:00
COOLAVANNY TASTY,729430,COOLAVANNY TASTY,XHDQV,,False,bkw,D,02/05/2021,EUT,Died/Put To Sleep,2022-08-20 07:34:00
COOLAVANNY TUTSY,33948,COOLAVANNY TUTSY,VPRUA,19/05/2020,True,bk,B,19/05/2020,RET,Still at premises,2022-05-29 07:32:00
COOLBEG SAOIRSE,523,COOLBEG SAOIRSE,SBYSA,01/12/2017,False,bk,B,17/08/2017,EUT,Died/Put To Sleep,2021-11-10 06:02:00
COOLBUNNIA FRANK,301594,COOLBUNNIA FRANK,UBXKR,,False,bk,D,04/12/2019,RET,ICC Record edit,2022-08-30 07:33:00
COOLBUNNIA TESS,446348,COOLBUNNIA TESS,VBSHI,,False,dkbd,B,19/09/2020,RET,Still at premises,2022-09-11 07:34:00
COOLDEED SYDNEY,726638,COOLDEED SYDNEY,XUVLP,,False,be,D,26/04/2021,EUT,Died/Put To Sleep,2022-09-07 07:34:00
COOLEENBEE LEXI,488835,COOLEENBEE LEXI,RHLRZ,,False,bk,B,21/08/2016,RET,Out of Retirement,2022-04-20 14:38:00
COOLEENEY ROSE,339870,COOLEENEY ROSE,VXRMJ,,False,wf,B,22/02/2020,RET,Still at premises,2022-07-25 07:33:00
COOLEMORE FAWNIE,879843,COOLEMORE FAWNIE,XYHJH,,False,bef,D,16/10/2021,DIE,Died/Put To Sleep,2022-08-04 07:35:00
COOLEMORE PINGER,11640,COOLEMORE PINGER,UYYRI,23/05/2019,False,bk,B,27/02/2019,DIE,Died/Put To Sleep,2021-10-10 06:01:00
COOLEMORE SHELLY,729376,COOLEMORE SHELLY,XHPXS,,False,wbk,B,02/05/2021,DIE,Died/Put To Sleep,2022-08-18 07:34:00
COOLEMOUNT MANOR,148344,COOLEMOUNT MANOR,URKXV,,False,bk,D,20/07/2019,DIE,Died/Put To Sleep,2022-08-12 07:34:00
COOLEMOUNT RAVEN,679681,COOLEMOUNT RAVEN,VRIIQ,,False,bk,B,22/04/2020,DIE,Died/Put To Sleep,2022-09-02 07:33:00
COOLHAND CAL,896342,COOLHAND CAL,XRQLQ,,False,bk,D,03/11/2021,EUT,Died/Put To Sleep,2022-04-22 06:07:00
COOLHILL STAR,710872,COOLHILL STAR,VTAEZ,,False,bk,D,08/04/2020,DIE,Died/Put To Sleep,2022-09-04 07:32:00
COOLHILL STRETCH,723065,COOLHILL STRETCH,XTYMQ,,False,bk,B,11/05/2021,DIE,Died/Put To Sleep,2022-08-07 07:32:00
COOLMOHAN BELL,3736,COOLMOHAN BELL,TXKLD,14/08/2018,False,bk,B,16/04/2018,EUT,Died/Put To Sleep,2022-04-22 06:07:00
COOLOGUE HAWK,911922,COOLOGUE HAWK,XBBRJ,,False,bk,D,07/07/2021,EUT,Died/Put To Sleep,2022-07-10 07:33:00
COOLOGUE HEART,57414,COOLOGUE HEART,RBMZA,,True,bk,B,20/09/2016,RET,Still at premises,2022-02-28 06:30:00
COOLOGUE JACK,911877,COOLOGUE JACK,XBJTM,,False,bkw,D,07/07/2021,EUT,Died/Put To Sleep,2022-07-10 07:33:00
COOLOGUE PET,911868,COOLOGUE PET,XBLUP,,False,be,B,27/08/2021,EUT,Died/Put To Sleep,2022-07-10 07:33:00
COOLOWEN BELLE,926058,COOLOWEN BELLE,YYKMH,,False,bkw,B,20/12/2021,DIE,Died/Put To Sleep,2022-04-22 06:07:00
COOLOWEN ROYCE,922608,COOLOWEN ROYCE,YXTUB,,False,bk,B,16/06/2021,DIE,Died/Put To Sleep,2022-08-06 07:34:00
COOLREE HAVANA,5942,COOLREE HAVANA,TNNYP,02/11/2018,False,wbk,B,23/08/2018,EUT,Died/Put To Sleep,2022-06-11 07:33:00
COOLREE JASPER,83886,COOLREE JASPER,TNHRI,,False,wbk,B,23/08/2018,EUT,Died/Put To Sleep,2022-06-11 07:33:00
COOLREE SPECK,535349,COOLREE SPECK,UNKXD,,False,bd,B,28/01/2019,DIE,Died/Put To Sleep,2022-07-12 07:32:00
COOLREE SPEED,138068,COOLREE SPEED,UNRQD,,False,bd,B,06/07/2019,DIE,Died/Put To Sleep,2022-08-26 07:33:00
COOLRONAN AMY,139,COOLRONAN AMY,RNRAN,28/06/2017,False,bk,B,21/01/2016,DIE,Died/Put To Sleep,2021-06-05 08:58:00
COOLSIDE SPY,93245,COOLSIDE SPY,TBMKB,,False,bk,B,15/07/2018,RET,Transfer is complete,2022-02-04 06:04:00
COOM BYPASS,521890,COOM BYPASS,TYVMN,,False,bk,D,10/09/2018,EUT,Died/Put To Sleep,2022-01-21 06:03:00
COOM LEO,553312,COOM LEO,ULZRD,,True,bk,D,11/06/2019,RET,Transfer is complete,2022-09-10 07:34:00
COOM TWINS,488729,COOM TWINS,RYBKY,,False,bk,D,27/09/2016,EUT,Died/Put To Sleep,2022-01-21 06:03:00
COOPERS SPECIAL,22174,COOPERS SPECIAL,UHVUR,20/12/2019,False,bk,B,08/09/2019,EUT,Died/Put To Sleep,2021-10-22 06:02:00
COORECASTLE LADY,937645,COORECASTLE LADY,VYKTA,21/08/2020,False,bk,B,21/08/2020,RET,Still at premises,2022-09-11 07:34:00
CORCASS BLITZ,916800,CORCASS BLITZ,YHPSD,,False,bk,B,06/11/2021,DIE,Died/Put To Sleep,2022-08-29 07:33:00
CORCASS STAR,302393,CORCASS STAR,XHBII,,False,bk,D,15/02/2021,DIE,Died/Put To Sleep,2022-07-07 07:33:00
CORDOOLA BRAE,87929,CORDOOLA BRAE,THTMA,,False,bd,D,23/08/2018,DIE,Died/Put To Sleep,2022-01-20 06:02:00
CORDUFF CAPTAIN,434725,CORDUFF CAPTAIN,VUKNI,,False,bk,D,01/09/2020,EUT,Died/Put To Sleep,2022-09-13 07:33:00
CORDUFF MAN,589409,CORDUFF MAN,UUQHP,,False,dkbd,D,01/08/2019,DIE,Died/Put To Sleep,2022-08-18 07:34:00
CORISHPARK STAR,448275,CORISHPARK STAR,XDHRA,,False,bk,B,12/08/2021,DIE,Died/Put To Sleep,2022-09-16 07:33:00
CORMACS JET,93493,CORMACS JET,TBRBB,,False,bk,D,14/09/2018,DIE,Died/Put To Sleep,2022-08-11 07:33:00
CORNAMADDY PUMA,240465,CORNAMADDY PUMA,USHQY,,False,bk,D,17/09/2019,RET,Still at premises,2022-02-28 06:30:00
CORNERHOUSE LADY,61253,CORNERHOUSE LADY,STKUB,,True,bk,B,20/10/2017,RET,Transfer is complete,2022-02-28 06:30:00
COROCK BRANDY,465454,COROCK BRANDY,XVNRL,,False,be,D,25/09/2021,DIE,Died/Put To Sleep,2022-07-30 07:33:00
COROCK ELLIE,506818,COROCK ELLIE,TDERD,,True,bk,B,17/07/2018,RET,Out of Retirement,2022-09-08 07:33:00
CORPORATE CRUSH,848791,CORPORATE CRUSH,XRNDQ,,False,bk,D,09/05/2021,DIE,Died/Put To Sleep,2022-07-12 07:32:00
CORPORATE MEMORY,10616,CORPORATE MEMORY,TRBTE,27/03/2019,False,bk,D,25/10/2018,EUT,Died/Put To Sleep,2022-04-20 12:45:00
CORRA CHOIL BEST,349786,CORRA CHOIL BEST,VRTLZ,,False,f,D,13/07/2020,DIE,Died/Put To Sleep,2022-09-12 07:33:00
CORRECTANDWRONG,59920,CORRECTANDWRONG,STLEB,,False,wbk,B,04/10/2017,DIE,Died/Put To Sleep,2022-07-20 07:32:00
CORRIN TRACY,669622,CORRIN TRACY,ULDRE,,False,bkw,B,28/10/2019,EUT,Died/Put To Sleep,2022-09-08 07:33:00
CORROUGH BERNARD,494838,CORROUGH BERNARD,THSLM,,False,bk,D,07/01/2018,RET,Still at premises,2022-09-12 07:33:00
CORROUGH SHAZAN,524320,CORROUGH SHAZAN,UHXBA,,False,bk,D,19/10/2018,RET,Still at premises,2022-09-12 07:33:00
COSEY HIMMINGWAY,33989,COSEY HIMMINGWAY,UTEKI,30/04/2021,False,bk,B,02/10/2019,DIE,Died/Put To Sleep,2021-10-30 06:02:00
COSS BOY,648573,COSS BOY,TRRAL,,False,be,D,23/04/2018,DIE,Died/Put To Sleep,2022-09-11 07:34:00
COSS JOEY,467788,COSS JOEY,VRPKV,,False,be,D,02/05/2020,DIE,Died/Put To Sleep,2022-09-03 07:34:00
COSS RANGE,820260,COSS RANGE,VRMAS,,False,bk,D,02/05/2020,EUT,Died/Put To Sleep,2022-08-26 07:33:00
COSS TAILOR,13831,COSS TAILOR,URLNZ,01/08/2019,False,bd,B,11/02/2019,EUT,Died/Put To Sleep,2022-04-20 12:45:00
COTSWOLD INN,70045,COTSWOLD INN,SDJUR,,False,be,D,25/04/2017,DIE,Died/Put To Sleep,2022-04-22 06:07:00
COULDYOUBELOVED,140128,COULDYOUBELOVED,UNIYT,,True,bk,D,19/08/2019,RET,Still at premises,2022-07-19 07:33:00
COUMS PRINCESS,861159,COUMS PRINCESS,XPMZB,,False,bk,B,12/09/2021,DIE,Died/Put To Sleep,2022-02-28 06:30:00
COUNTRY FLO JO,818707,COUNTRY FLO JO,XDHNE,,False,wbk,B,13/07/2021,EUT,Died/Put To Sleep,2022-06-11 07:33:00
COURANCOVE DOB,443595,COURANCOVE DOB,VHDHS,,False,bk,D,24/05/2020,DIE,Died/Put To Sleep,2022-05-03 06:24:00
COURANCOVE RIKI,779442,COURANCOVE RIKI,VHTAH,,True,wbk,B,24/05/2020,RET,Still at premises,2022-08-18 07:34:00
COURANCOVE ROSIE,237594,COURANCOVE ROSIE,SHDLT,,False,bk,B,27/07/2017,RET,Still at premises,2022-04-22 06:07:00
COURT CARA,119804,COURT CARA,UDIKV,,False,bd,B,21/03/2019,RET,Still at premises,2022-09-07 07:34:00
COURT QUEEN,541,COURT QUEEN,SHTXS,04/12/2017,False,bk,B,01/11/2016,RET,Transfer is complete,2022-05-12 10:31:00
COURTLOUGH AMBER,586813,COURTLOUGH AMBER,UDVPI,,False,be,B,06/08/2019,DIE,Died/Put To Sleep,2022-09-05 07:31:00
COURTLOUGH BELLA,265329,COURTLOUGH BELLA,XXUEP,,False,bk,B,18/01/2021,RET,Still at premises,2022-08-06 07:34:00
COURTLOUGH DAISY,265246,COURTLOUGH DAISY,XXXLT,,True,bk,B,18/01/2021,RET,Out of Retirement,2022-08-21 07:33:00
COURTLOUGH KERRY,530607,COURTLOUGH KERRY,TUMYP,,True,bk,B,25/10/2018,RET,Still at premises,2022-09-13 07:33:00
COURTSTOWN BILLY,338992,COURTSTOWN BILLY,XLYMM,,False,be,D,15/04/2021,EUT,Died/Put To Sleep,2022-07-23 07:34:00
COURTSTOWN SAGA,767366,COURTSTOWN SAGA,XLTVJ,,False,bk,B,01/06/2021,DIE,Died/Put To Sleep,2022-07-06 07:34:00
COVID RACER,425918,COVID RACER,VYHUX,,False,wbk,B,01/08/2020,RET,Transfer is complete,2022-02-28 06:30:00
CRACK ON POLLY,222098,CRACK ON POLLY,VBAYP,,False,bk,B,08/08/2020,EUT,Died/Put To Sleep,2022-09-17 07:33:00
CRACK ON PUMBA,106162,CRACK ON PUMBA,TBTZH,,False,bk,D,08/10/2018,EUT,Died/Put To Sleep,2022-08-21 07:33:00
CRACK ON RUBY,857937,CRACK ON RUBY,XBDRE,,False,bk,B,15/09/2021,EUT,Died/Put To Sleep,2022-09-08 07:33:00
CRAFTY HOSHIKO,760525,CRAFTY HOSHIKO,XPMQK,,False,bk,B,26/05/2021,DIE,Died/Put To Sleep,2022-09-16 07:33:00
CRAFTY MAGNIFICO,105316,CRAFTY MAGNIFICO,UNMPI,,False,be,B,02/01/2019,RET,Still at premises,2022-06-04 07:34:00
CRAGMOHER BONO,877362,CRAGMOHER BONO,XVMZL,,False,bk,D,27/09/2021,DIE,Died/Put To Sleep,2022-08-07 07:32:00
CRAGMOHER GYPSY,566070,CRAGMOHER GYPSY,UNELQ,,False,wbk,B,17/08/2019,DIE,Died/Put To Sleep,2022-08-07 07:32:00
CRATLOE HERO,257313,CRATLOE HERO,VHSVU,,False,f,D,23/06/2020,DIE,Died/Put To Sleep,2022-08-25 07:34:00
CREAMERY JIVE,491570,CREAMERY JIVE,SLEYL,,False,bkw,B,20/01/2017,DIE,Died/Put To Sleep,2022-02-28 06:30:00
CREE CILLIAN,605020,CREE CILLIAN,XHLMS,,False,wbk,D,16/10/2020,DIE,Died/Put To Sleep,2022-09-16 07:33:00
CREE SYDNEY,155597,CREE SYDNEY,UVPRK,,False,bk,D,08/11/2019,DIE,Died/Put To Sleep,2022-06-09 07:33:00
CREEVY BEST,786415,CREEVY BEST,VVVLK,,False,bd,D,25/07/2020,DIE,Died/Put To Sleep,2022-09-08 07:33:00
CREEVY SMOKEY,116378,CREEVY SMOKEY,UNLRD,,False,dkbd,B,25/03/2019,DIE,Died/Put To Sleep,2022-01-09 06:22:00
CREEVY SPARK,786035,CREEVY SPARK,VVDTR,,False,bk,D,25/07/2020,DIE,Died/Put To Sleep,2022-09-05 07:31:00
CRESCENT TIBET,163216,CRESCENT TIBET,VPRRE,,False,bk,B,16/01/2020,RET,Still at premises,2022-09-14 07:33:00
CRESTED SILVER,126068,CRESTED SILVER,ULVDV,,False,bebd,D,09/06/2019,RET,Identified for Racing,2022-02-28 06:30:00
CRICKET BELL,136773,CRICKET BELL,URKKV,,False,bk,D,21/03/2019,DIE,Died/Put To Sleep,2022-02-03 06:05:00
CRICKET WALL,251115,CRICKET WALL,VTDND,,False,bkw,B,20/01/2020,RET,Transfer is complete,2022-08-31 07:34:00
CRINKILL KICKER,526494,CRINKILL KICKER,UXMRN,,False,bk,D,03/11/2018,DIE,Died/Put To Sleep,2022-08-30 07:33:00
CRINKILL ROBBIE,623986,CRINKILL ROBBIE,UREVQ,,False,bk,D,02/10/2019,DIE,Died/Put To Sleep,2022-08-02 07:32:00
CROAGHILL DORIS,583358,CROAGHILL DORIS,UVSNM,,True,dkbd,B,02/11/2019,RET,Still at premises,2022-09-01 07:33:00
CROAGHILL IVY,344877,CROAGHILL IVY,VVLPY,,False,bk,B,01/07/2020,DIE,Died/Put To Sleep,2022-07-13 07:32:00
CROAGHILL JAYTEE,290879,CROAGHILL JAYTEE,VDUKD,,False,bk,D,17/01/2020,DIE,Died/Put To Sleep,2022-09-01 07:33:00
CROAGHILL TONY,679,CROAGHILL TONY,SQHAZ,03/01/2018,False,bk,D,14/09/2017,EUT,Died/Put To Sleep,2021-01-26 09:28:00
CROCK OF GOLD,540930,CROCK OF GOLD,UPZYX,,False,bd,D,23/03/2019,DIE,Died/Put To Sleep,2022-09-05 07:31:00
CROKERS BANJO,219340,CROKERS BANJO,VTEHD,,False,bd,D,12/03/2020,DIE,Died/Put To Sleep,2022-04-20 13:37:00
CROKERS BILLY,131013,CROKERS BILLY,UNBUQ,,False,bk,D,09/07/2019,EUT,Died/Put To Sleep,2022-04-23 06:22:00
CROKERS LIGHT,90501,CROKERS LIGHT,TNTVS,,False,bk,D,01/10/2018,EUT,Died/Put To Sleep,2022-04-23 06:22:00
CROKERS PATSY,7292,CROKERS PATSY,TNJQI,21/12/2018,False,bk,D,01/10/2018,DIE,Died/Put To Sleep,2021-09-24 06:02:00
CROKERS TYSON,702970,CROKERS TYSON,VVYMM,,False,bk,D,26/06/2020,EUT,Died/Put To Sleep,2022-09-12 07:33:00
CROSSFIELD FEENA,106688,CROSSFIELD FEENA,ULDPM,,False,bk,B,09/01/2019,RET,Still at premises,2022-08-14 07:32:00
CROSSFIELD ORLA,717528,CROSSFIELD ORLA,XLSNJ,,False,bk,B,01/04/2021,RET,Still at premises,2022-08-11 07:33:00
CROWN JONNIE,58539,CROWN JONNIE,SQYIS,,False,bk,D,14/09/2017,DIE,Died/Put To Sleep,2022-06-18 07:34:00
CROWN PRINCE,58565,CROWN PRINCE,SQBSX,,True,bk,D,14/09/2017,RET,Still at premises,2022-08-02 07:32:00
CRUZ STORM,102438,CRUZ STORM,UPVAX,,False,bk,D,08/12/2018,DIE,Died/Put To Sleep,2022-07-27 07:34:00
CRUZIN VENTRESS,12579,CRUZIN VENTRESS,UYABM,12/06/2019,False,bk,B,28/03/2019,RET,Still at premises,2022-01-01 06:13:00
CU MOCHUA,741175,CU MOCHUA,UXPKJ,,False,bk,D,01/09/2019,DIE,Died/Put To Sleep,2022-09-13 07:33:00
CUALA KID,84892,CUALA KID,THSNT,,False,bk,D,23/07/2018,RET,Out of Retirement,2022-09-08 07:33:00
CUE BALL,485650,CUE BALL,UUTQS,,False,bk,D,02/10/2019,RET,Still at premises,2022-08-23 07:32:00
CULLANE PANDA,309785,CULLANE PANDA,VBNMZ,,False,bkw,D,12/09/2020,DIE,Died/Put To Sleep,2022-04-22 06:07:00
CULTURE CLUB,196858,CULTURE CLUB,VPRMU,,False,bk,B,23/11/2020,DIE,Died/Put To Sleep,2022-09-11 07:34:00
CULTURE NIGHT,196948,CULTURE NIGHT,VPSMY,,False,be,B,23/11/2020,DIE,Died/Put To Sleep,2022-02-28 06:30:00
CUNAMH,299483,CUNAMH,XDKKL,,False,bk,D,19/01/2021,EUT,Died/Put To Sleep,2022-09-04 07:32:00
CUNNIGAR SHAKUR,315935,CUNNIGAR SHAKUR,XPEBB,,False,bd,D,03/04/2021,DIE,Died/Put To Sleep,2022-04-22 06:07:00
CURLY JOHN TOM,435745,CURLY JOHN TOM,VBKQZ,,False,bk,D,12/06/2020,DIE,Died/Put To Sleep,2022-06-30 07:32:00
CURRAGH ROCKY,674284,CURRAGH ROCKY,VPJDY,,False,bk,D,05/12/2019,DIE,Died/Put To Sleep,2022-09-12 07:33:00
CURRAGH WOLFE,824677,CURRAGH WOLFE,XPJNB,,False,bk,D,01/08/2021,DIE,Died/Put To Sleep,2022-09-11 07:34:00
CURRAGHMOREJET,134622,CURRAGHMOREJET,UHNLK,,False,be,D,15/07/2019,DIE,Died/Put To Sleep,2022-02-28 06:30:00
CURRYHILLS DIVA,300946,CURRYHILLS DIVA,UBDDI,,True,bk,B,21/05/2019,RET,Still at premises,2022-02-03 06:05:00
CURRYHILLS FIRE,289726,CURRYHILLS FIRE,UTNQS,,True,wbk,B,21/07/2019,RET,Still at premises,2022-02-03 06:05:00
CURRYHILLS HEIDI,691022,CURRYHILLS HEIDI,UTKVQ,,False,wbk,B,21/07/2019,RET,Still at premises,2022-09-08 07:33:00
CURRYHILLS ICE,289736,CURRYHILLS ICE,UTVPY,,False,bkw,B,21/07/2019,RET,Still at premises,2022-03-18 06:03:00
CURTISTOWN JANE,490384,CURTISTOWN JANE,SHKKJ,,False,wbk,B,02/09/2017,RET,Still at premises,2022-07-07 07:33:00
CUSHIE EVA,45922,CUSHIE EVA,VYUBP,09/09/2021,False,wf,B,18/04/2020,RET,Died/Put To Sleep,2022-04-28 06:14:00
CUSHIE FELIX,103282,CUSHIE FELIX,TDPRI,,False,bd,D,10/11/2018,DIE,Died/Put To Sleep,2022-08-07 07:32:00
CUSHIE KIWI,758686,CUSHIE KIWI,XDEHE,,False,bebd,B,06/05/2021,EUT,Died/Put To Sleep,2022-09-16 07:33:00
CUSHIE NED,211650,CUSHIE NED,VBVPI,,False,bd,D,26/11/2020,EUT,Died/Put To Sleep,2022-04-28 06:14:00
CUSHIE ONCHU,696876,CUSHIE ONCHU,VDTVZ,,False,bk,D,14/02/2020,DIE,Died/Put To Sleep,2022-09-10 07:34:00
CUSHIE SPARKS,270646,CUSHIE SPARKS,VDAPJ,,False,bk,D,09/03/2020,DIE,Died/Put To Sleep,2022-08-07 07:32:00
CUSHIE SPENCER,103258,CUSHIE SPENCER,TDKAD,,False,bkw,D,10/11/2018,DIE,Died/Put To Sleep,2022-08-07 07:32:00
CUSHIE TWILIGHT,914862,CUSHIE TWILIGHT,XDQRL,,False,bk,B,12/09/2021,DIE,Died/Put To Sleep,2022-09-03 07:34:00
CUSHIE TYLER,103270,CUSHIE TYLER,TDJDZ,,False,bk,D,10/11/2018,DIE,Died/Put To Sleep,2022-08-07 07:32:00
CUTEEN VAL,270625,CUTEEN VAL,TXEAV,,False,bk,D,04/10/2017,RET,,2022-09-04 07:32:00
CUTTY SARK,484491,CUTTY SARK,VDVPD,,False,bd,B,11/04/2020,DIE,Died/Put To Sleep,2022-08-25 07:34:00
CYCLERS FLASH,64979,CYCLERS FLASH,TLDAS,,True,bk,B,29/01/2018,RET,Still at premises,2022-06-11 07:33:00
DA DRAMA QUEENS,913909,DA DRAMA QUEENS,XDRQL,,False,bd,B,01/10/2021,DIE,Died/Put To Sleep,2022-08-06 07:34:00
DA FLYING GINGER,569365,DA FLYING GINGER,UTEUI,,False,be,D,11/08/2019,RET,Still at premises,2022-08-25 07:34:00
